Id,MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,MoSold,YrSold,SaleType,SalePrice,totalSF,psf
1616,60,Residential(LD),70,12394,Gilbert,Single-family Detached,2Story,7,5,2003,2003,847.0,847,886,1733,3,7,10,2007,WD ,225000,2580.0,87
2233,50,Residential(MD),50,7000,Iowa DOT and Rail Road,Single-family Detached,1.5Fin,6,7,1940,1950,720.0,720,495,1215,3,6,5,2007,WD ,141000,1935.0,72
439,20,Residential(LD),87,10367,Northridge Heights,Single-family Detached,1Story,9,5,2008,2008,1739.0,1743,0,1743,3,8,6,2009,ConLI,335000,3482.0,96
260,20,Residential(LD),38,15240,College Creek,Single-family Detached,1Story,5,8,1977,2004,1026.0,1026,0,1026,3,5,6,2010,WD ,150000,2052.0,73
2523,20,Residential(LD),68,50271,Veenker,Single-family Detached,1Story,9,5,1981,1987,1842.0,1842,0,1842,0,5,11,2006,WD ,385000,3684.0,104
627,60,Residential(LD),85,13600,North Ames,Single-family Detached,2Story,7,6,1965,1990,768.0,1186,800,1986,3,7,10,2009,WD ,205000,2754.0,74
251,20,Residential(LD),64,6762,College Creek,Single-family Detached,1Story,7,5,2006,2006,1187.0,1208,0,1208,2,6,2,2010,WD ,206000,2395.0,86
2163,20,Residential(LD),63,8500,College Creek,Single-family Detached,1Story,7,5,2004,2004,1422.0,1422,0,1422,3,7,11,2007,WD ,179600,2844.0,63
2819,20,Residential(LD),67,8877,Edwards,Single-family Detached,1Story,4,5,1951,1951,836.0,1220,0,1220,2,6,4,2006,COD,102000,2056.0,49
1025,20,Residential(LD),81,15611,Northwest Ames,Single-family Detached,1Story,5,6,1977,1977,1126.0,1126,0,1126,3,6,3,2008,WD ,175000,2252.0,77
2592,20,Residential(LD),70,13300,North Ames,Single-family Detached,1Story,5,5,1956,2001,1015.0,1384,0,1384,2,6,6,2006,WD ,159000,2399.0,66
1491,20,Residential(LD),65,6500,Edwards,Single-family Detached,1Story,6,6,1976,1976,1127.0,1127,0,1127,3,6,5,2008,WD ,135000,2254.0,59
2742,50,Residential(LD),75,9525,Edwards,Single-family Detached,1.5Fin,6,4,1954,1972,994.0,1216,639,1855,4,7,10,2006,WD ,136900,2849.0,48
2497,20,Residential(LD),65,6993,Sawyer,Single-family Detached,1Story,5,7,1961,1994,912.0,1236,0,1236,3,6,6,2006,WD ,135000,2148.0,62
495,60,Residential(LD),82,9430,Northridge,Single-family Detached,2Story,8,5,1999,1999,1252.0,1268,1097,2365,3,8,7,2009,WD ,337000,3617.0,93
2528,60,Residential(LD),77,11029,Northwest Ames,Single-family Detached,2Story,6,7,1968,1984,1054.0,1512,1142,2654,4,9,8,2006,WD ,250000,3708.0,67
1033,60,Residential(LD),80,14311,Northwest Ames,Single-family Detached,2Story,8,5,1996,1996,1236.0,1236,1104,2340,4,9,6,2008,WD ,306000,3576.0,85
764,90,Residential(LD),60,10800,Edwards,Duplex,1Story,5,5,1987,1988,1200.0,1200,0,1200,3,5,3,2009,WD ,179000,2400.0,74
1165,160,Floating Village,34,3604,Somerset,Townhouse End Unit,2Story,7,5,2007,2007,689.0,703,689,1392,2,5,2,2008,WD ,146000,2081.0,70
2037,50,Residential(MD),60,10320,Iowa DOT and Rail Road,Single-family Detached,1.5Fin,6,5,1915,1950,1138.0,1138,1042,2180,3,7,5,2007,WD ,161000,3318.0,48
113,20,Residential(LD),77,10603,Northwest Ames,Single-family Detached,1Story,6,7,1977,2001,1610.0,1610,0,1610,3,6,2,2010,WD ,205000,3220.0,63
1572,120,Residential(LD),42,4084,Timberland,Townhouse End Unit,1Story,7,6,1986,1986,1277.0,1501,0,1501,2,6,7,2008,WD ,241500,2778.0,86
2052,20,Residential(LD),61,7943,Sawyer,Single-family Detached,1Story,4,5,1961,1961,1029.0,1029,0,1029,3,5,4,2007,WD ,118500,2058.0,57
2702,80,Residential(LD),92,6930,Clear Creek,Single-family Detached,SLvl,5,4,1958,1958,1062.0,1352,0,1352,3,6,7,2006,WD ,130000,2414.0,53
1981,30,Residential(MD),60,7200,Old Town,Single-family Detached,1Story,5,8,1940,1950,808.0,1072,0,1072,2,5,5,2007,WD ,130000,1880.0,69
2335,60,Residential(LD),82,16052,Stone Brook,Single-family Detached,2Story,10,5,2006,2006,1850.0,1850,848,2698,4,11,7,2006,New,535000,4548.0,117
563,20,Residential(LD),65,7150,Sawyer,Single-family Detached,1Story,5,6,1962,1962,912.0,912,0,912,3,6,10,2009,WD ,123000,1824.0,67
1502,90,Residential(LD),65,6012,Edwards,Duplex,1Story,4,5,1955,1955,0.0,1152,0,1152,2,6,6,2008,WD ,82000,1152.0,71
1310,75,Residential(MD),53,5350,Old Town,Single-family Detached,2Story,7,8,1920,1965,624.0,730,720,1450,3,7,3,2008,WD ,132000,2074.0,63
2598,30,Residential(LD),60,5400,Old Town,Single-family Detached,1Story,5,6,1921,1968,1073.0,1073,0,1073,2,4,12,2006,WD ,108480,2146.0,50
2715,20,Residential(LD),73,9535,Sawyer,Single-family Detached,1Story,5,5,1967,1967,1176.0,1458,0,1458,3,7,7,2006,WD ,165000,2634.0,62
1810,20,Residential(LD),65,7441,Sawyer West,Single-family Detached,1Story,7,5,2006,2006,1461.0,1486,0,1486,3,7,6,2007,WD ,181000,2947.0,61
778,80,Residential(LD),88,15400,Sawyer,Single-family Detached,SLvl,5,5,1961,1961,552.0,904,611,1774,4,8,7,2009,WD ,165000,2326.0,70
339,50,Residential(LD),68,10544,Mitchell,Single-family Detached,1.5Fin,5,5,1969,1969,864.0,864,615,1479,5,8,4,2010,WD ,161000,2343.0,68
2460,20,Residential(LD),85,10936,Somerset,Single-family Detached,1Story,8,5,2006,2006,1504.0,1504,0,1504,3,7,9,2006,New,199000,3008.0,66
320,60,Residential(LD),80,11316,Timberland,Single-family Detached,2Story,7,5,2002,2003,817.0,824,1070,1894,4,8,2,2010,WD ,214900,2711.0,79
2461,20,Floating Village,72,8640,Somerset,Single-family Detached,1Story,8,5,2006,2006,1278.0,1278,0,1278,2,5,10,2006,New,198600,2556.0,77
2449,60,Residential(LD),93,12090,Northridge,Single-family Detached,2Story,8,5,1998,1998,1141.0,1165,1098,2263,4,10,7,2006,WD ,258000,3404.0,75
817,90,Residential(LD),65,7939,Sawyer West,Duplex,2Story,7,5,2000,2000,1168.0,1168,1619,2787,6,8,10,2009,WD ,269500,3955.0,68
1096,60,Residential(LD),58,7750,Gilbert,Single-family Detached,2Story,7,5,2002,2002,707.0,707,707,1414,3,6,4,2008,WD ,176000,2121.0,82
1893,80,Residential(LD),85,9350,North Ames,Single-family Detached,SLvl,6,7,1964,1991,1302.0,1302,0,1302,3,7,10,2007,CWD,158000,2604.0,60
479,80,Residential(LD),59,7750,Gilbert,Single-family Detached,SLvl,8,5,2002,2002,408.0,779,640,1419,3,7,3,2009,WD ,184100,1827.0,100
1657,20,Residential(LD),128,13001,Northwest Ames,Single-family Detached,1Story,6,5,1971,1971,1625.0,1220,0,1220,2,6,9,2007,WD ,170000,2845.0,59
937,80,Residential(LD),77,13607,Crawford,Single-family Detached,SLvl,6,6,1986,1986,572.0,1182,800,1982,3,6,4,2009,WD ,208000,2554.0,81
879,120,Residential(MD),53,4435,College Creek,Townhouse End Unit,1Story,6,5,2003,2003,848.0,848,0,848,1,4,5,2009,WD ,140000,1696.0,82
945,120,Residential(MD),44,3843,Crawford,Townhouse End Unit,1Story,8,5,2007,2008,1596.0,1648,0,1648,2,5,6,2009,New,230000,3244.0,70
1010,120,Residential(LD),65,5950,Stone Brook,Townhouse End Unit,1Story,8,5,1989,1989,1337.0,1337,0,1337,2,5,4,2008,WD ,188500,2674.0,70
2861,50,Residential(LD),80,12400,Crawford,Single-family Detached,1.5Fin,5,6,1940,1950,901.0,1125,592,1717,2,7,2,2006,WD ,194000,2618.0,74
1245,20,Residential(LD),75,10425,North Ames,Single-family Detached,1Story,5,5,1956,1958,1104.0,1104,0,1104,3,5,4,2008,WD ,133000,2208.0,60
854,20,Residential(LD),79,16269,College Creek,Single-family Detached,1Story,5,5,1978,1978,907.0,907,0,907,3,5,7,2009,WD ,140000,1814.0,77
1437,60,Residential(LD),68,8998,College Creek,Single-family Detached,2Story,7,5,2000,2000,782.0,782,870,1652,3,6,6,2008,WD ,207500,2434.0,85
586,60,Residential(LD),80,10400,Northwest Ames,Single-family Detached,2Story,6,7,1967,1997,932.0,1271,1369,2640,5,8,5,2009,WD ,256900,3572.0,71
1947,50,Residential(LD),60,10134,Old Town,Single-family Detached,1.5Fin,5,6,1940,1950,735.0,735,299,1034,2,5,7,2007,WD ,109000,1769.0,61
815,90,Residential(LD),64,7007,Sawyer West,Duplex,1Story,5,5,1979,1979,0.0,1513,0,1513,4,8,6,2009,WD ,113722,1513.0,75
831,20,Residential(LD),78,11645,College Creek,Single-family Detached,1Story,8,5,2005,2006,1498.0,1498,0,1498,3,7,3,2009,WD ,237000,2996.0,79
1919,20,Residential(LD),60,8250,North Ames,Single-family Detached,1Story,5,7,1963,1963,1053.0,1053,0,1053,3,6,7,2007,WD ,142100,2106.0,67
2306,20,Residential(LD),74,11027,North Ames,Single-family Detached,1Story,6,5,1954,1954,1178.0,1293,0,1293,2,5,5,2006,WD ,149900,2471.0,60
430,20,Residential(LD),95,12350,Northridge Heights,Single-family Detached,1Story,9,5,2008,2008,2020.0,2020,0,2020,3,7,5,2009,WD ,404000,4040.0,100
2618,60,Residential(LD),98,18275,North Ames,Single-family Detached,2Story,7,8,1962,1998,1438.0,1900,548,2448,3,9,9,2006,WD ,277500,3886.0,71
245,60,Residential(LD),77,9206,Sawyer West,Single-family Detached,2Story,6,5,1985,1985,741.0,977,755,1732,3,7,6,2010,WD ,178000,2473.0,71
462,120,Residential(LD),48,6240,Northridge Heights,Townhouse End Unit,1Story,8,5,2006,2006,1324.0,1324,0,1324,2,6,12,2009,WD ,254000,2648.0,95
182,30,Residential(MD),68,9656,Old Town,Single-family Detached,1Story,2,2,1923,1970,678.0,832,0,832,2,5,6,2010,WD ,12789,1510.0,8
1625,20,Residential(LD),63,7875,Gilbert,Single-family Detached,1Story,7,5,1995,1996,1237.0,1253,0,1253,3,6,6,2007,WD ,176000,2490.0,70
2381,60,Residential(LD),111,16259,Northridge Heights,Single-family Detached,2Story,9,5,2006,2006,1249.0,1249,1347,2596,4,9,9,2006,New,342643,3845.0,89
1827,20,Residential(LD),58,6173,Sawyer,Single-family Detached,1Story,5,6,1967,1967,876.0,902,0,902,3,6,8,2007,WD ,125500,1778.0,70
1580,20,Residential(LD),75,12890,Timberland,Single-family Detached,1Story,6,5,1989,1989,1495.0,1495,0,1495,3,8,7,2008,WD ,150000,2990.0,50
1803,20,Floating Village,84,10440,Somerset,Single-family Detached,1Story,8,5,2007,2007,1574.0,1584,0,1584,2,6,5,2007,New,261329,3158.0,82
1132,20,Residential(LD),63,7500,Sawyer West,Single-family Detached,1Story,7,5,2004,2005,1080.0,1080,0,1080,3,6,4,2008,WD ,141000,2160.0,65
1941,20,Residential(LD),75,9532,North Ames,Single-family Detached,1Story,4,6,1953,1953,1105.0,1647,0,1647,3,6,2,2007,WD ,153000,2752.0,55
1742,120,Residential(LD),53,3922,Bloomington Heights,Townhouse End Unit,1Story,7,5,2006,2007,1258.0,1258,0,1258,2,6,6,2007,New,172500,2516.0,68
2026,70,Residential(LD),60,8730,Brookside,Single-family Detached,2Story,6,7,1915,2003,698.0,698,698,1396,3,7,7,2007,WD ,153575,2094.0,73
2245,30,,60,6060,Iowa DOT and Rail Road,Single-family Detached,1Story,5,9,1930,2007,837.0,1001,0,1001,2,5,11,2007,WD ,124900,1838.0,67
1691,20,Residential(LD),107,14450,Northridge Heights,Single-family Detached,1Story,9,5,2006,2007,2121.0,2121,0,2121,3,8,5,2007,New,415298,4242.0,97
725,50,Residential(MD),60,5400,Old Town,Single-family Detached,1.5Fin,6,6,1920,1950,972.0,1044,0,1480,3,6,9,2009,ConLI,119000,2452.0,48
1787,20,Residential(LD),85,10000,Somerset,Single-family Detached,1Story,8,5,2006,2006,1588.0,1588,0,1588,3,7,12,2007,WD ,227000,3176.0,71
1216,20,Residential(LD),72,10007,North Ames,Single-family Detached,1Story,5,7,1959,2006,1053.0,1053,0,1053,3,5,8,2008,WD ,145500,2106.0,69
2654,30,Residential(MD),52,7830,Old Town,Single-family Detached,1Story,3,5,1921,1950,492.0,492,0,492,1,3,6,2006,WD ,61500,984.0,62
2310,20,Residential(LD),90,11727,North Ames,Single-family Detached,1Story,7,6,1969,1969,1851.0,1851,0,1851,3,8,3,2006,WD ,192100,3702.0,51
761,190,Residential(MD),60,10320,Iowa DOT and Rail Road,Two-family_Conversion,2Story,6,7,1915,1965,698.0,754,649,1403,3,7,2,2009,WD ,116000,2101.0,55
1884,80,Residential(LD),65,10482,North Ames,Single-family Detached,SLvl,6,8,1958,1958,588.0,1138,0,1138,3,6,6,2007,WD ,145000,1726.0,84
449,20,Residential(LD),110,15274,Northridge Heights,Single-family Detached,1Story,9,5,2003,2003,2452.0,2452,0,2452,3,10,7,2009,WD ,445000,4904.0,90
856,20,Residential(LD),61,8800,College Creek,Single-family Detached,1Story,5,7,1977,2008,1040.0,1040,0,1040,3,5,9,2009,WD ,150500,2080.0,72
11,60,Residential(LD),75,10000,Gilbert,Single-family Detached,2Story,6,5,1993,1994,763.0,763,892,1655,3,7,4,2010,WD ,175900,2418.0,72
389,20,Residential(LD),78,10140,Northwest Ames,Single-family Detached,1Story,6,6,1974,1974,1116.0,1116,0,1116,3,6,4,2009,WD ,167900,2232.0,75
2415,60,Residential(LD),58,14054,Gilbert,Single-family Detached,2Story,7,5,2006,2006,879.0,879,984,1863,4,9,11,2006,New,219210,2742.0,79
77,60,Residential(LD),70,11218,Sawyer West,Single-family Detached,2Story,6,5,1992,1992,1055.0,1055,790,1845,3,8,5,2010,WD ,189000,2900.0,65
1238,20,Residential(LD),74,8856,North Ames,Single-family Detached,1Story,5,4,1957,1957,1176.0,1176,0,1176,3,6,5,2008,WD ,136500,2352.0,58
223,20,Residential(LD),65,7800,Sawyer,Single-family Detached,1Story,5,7,1966,2008,864.0,892,0,892,3,5,6,2010,WD ,137900,1756.0,78
723,30,Residential(MD),60,7200,Old Town,Single-family Detached,1Story,5,4,1910,2006,1022.0,1022,0,1022,2,4,6,2009,WD ,85000,2044.0,41
2562,20,Residential(LD),89,10680,North Ames,Single-family Detached,1Story,5,3,1951,1951,2136.0,2136,0,2136,4,7,10,2006,WD ,137900,4272.0,32
995,60,Residential(LD),59,9535,Gilbert,Single-family Detached,2Story,6,5,1998,1998,926.0,926,678,1604,3,7,5,2008,WD ,195500,2530.0,77
287,70,Residential(LD),66,6858,SW Iowa State University,Single-family Detached,2Story,6,4,1915,1950,806.0,841,806,1647,4,6,5,2010,WD ,128000,2453.0,52
1152,20,Residential(LD),75,8100,Sawyer,Single-family Detached,1Story,5,8,1961,2007,864.0,864,0,864,3,5,7,2008,WD ,135000,1728.0,78
1449,20,Residential(LD),67,9216,College Creek,Single-family Detached,1Story,5,6,1975,1975,1076.0,1076,0,1076,3,5,9,2008,WD ,143195,2152.0,66
1330,40,Residential(MD),50,9100,Brookside,Single-family Detached,1Story,5,6,1930,1960,742.0,779,0,935,2,4,8,2008,WD ,79500,1677.0,47
1134,60,Residential(LD),67,12774,Sawyer West,Single-family Detached,2Story,7,5,2003,2004,835.0,835,828,1663,3,8,7,2008,WD ,192500,2498.0,77
706,50,Residential(MD),50,6000,Old Town,Single-family Detached,1.5Fin,5,7,1950,1970,768.0,768,560,1328,3,6,3,2009,WD ,129500,2096.0,61
1617,60,Residential(LD),65,10364,Gilbert,Single-family Detached,2Story,6,5,1995,1996,806.0,806,766,1572,3,7,5,2007,WD ,168000,2378.0,70
1339,50,Residential(MD),50,6000,Brookside,Single-family Detached,1.5Fin,6,5,1939,1950,739.0,874,468,1342,2,7,4,2008,WD ,105000,2081.0,50
1664,20,Residential(LD),68,10530,North Ames,Single-family Detached,1Story,6,5,1971,1971,981.0,981,0,981,3,5,3,2007,WD ,143250,1962.0,73
1433,20,Residential(LD),75,9525,College Creek,Single-family Detached,1Story,5,6,1995,2006,1099.0,1099,0,1099,3,6,6,2008,WD ,144000,2198.0,65
75,60,Residential(LD),68,8880,Sawyer West,Single-family Detached,2Story,7,5,1994,2002,948.0,1222,888,2110,3,8,5,2010,WD ,205000,3058.0,67
2255,85,Residential(LD),82,8410,Mitchell,Single-family Detached,SFoyer,6,6,1974,1974,970.0,1026,0,1026,2,5,4,2007,WD ,143000,1996.0,71
1170,120,Floating Village,42,4385,Somerset,Townhouse End Unit,1Story,9,5,2001,2001,1419.0,1419,0,1419,2,5,9,2008,WD ,290000,2838.0,102
45,20,Residential(LD),100,12919,Northridge Heights,Single-family Detached,1Story,9,5,2009,2010,2330.0,2364,0,2364,2,11,3,2010,New,611657,4694.0,130
836,20,Residential(LD),82,12464,College Creek,Single-family Detached,1Story,5,5,1996,1996,1040.0,1040,0,1040,3,6,11,2009,WD ,152000,2080.0,73
8,120,Residential(LD),43,5005,Stone Brook,Townhouse End Unit,1Story,8,5,1992,1992,1280.0,1280,0,1280,2,5,1,2010,WD ,191500,2560.0,74
1704,60,Residential(LD),76,9591,Northridge Heights,Single-family Detached,2Story,8,5,2004,2005,1143.0,1143,1330,2473,4,9,10,2007,WD ,317000,3616.0,87
2068,50,Residential(LD),70,6960,Sawyer,Single-family Detached,1.5Fin,7,8,1940,1998,680.0,798,504,1302,2,6,7,2007,WD ,165250,1982.0,83
1488,20,Residential(LD),75,9825,Edwards,Single-family Detached,1Story,5,5,1966,1966,1092.0,1092,0,1092,3,6,4,2008,COD,123000,2184.0,56
1391,20,Residential(LD),88,14175,Sawyer,Single-family Detached,1Story,6,8,1956,1956,988.0,1188,0,1188,1,4,6,2008,WD ,185000,2176.0,85
2633,20,Residential(LD),74,7400,North Ames,Single-family Detached,1Story,7,6,1962,1962,1045.0,1045,0,1045,3,6,3,2006,WD ,120000,2090.0,57
1872,20,Residential(LD),88,10738,Northwest Ames,Single-family Detached,1Story,6,7,1966,1966,1093.0,1093,0,1093,3,6,11,2007,WD ,158500,2186.0,72
1138,60,Residential(LD),65,8366,Sawyer West,Single-family Detached,2Story,6,5,2004,2004,798.0,798,842,1640,3,6,12,2008,WD ,173000,2438.0,70
1899,90,Residential(LD),70,9842,North Ames,Duplex,1Story,4,5,1962,1962,0.0,1224,0,1224,2,6,3,2007,WD ,101800,1224.0,83
915,70,Residential(LD),60,7200,SW Iowa State University,Single-family Detached,2Story,7,9,1936,2007,560.0,575,560,1135,3,6,4,2009,WD ,155000,1695.0,91
660,30,Residential(LD),60,10230,Old Town,Single-family Detached,1Story,5,7,1925,1950,1054.0,1078,0,1078,3,6,12,2009,WD ,125000,2132.0,58
2004,20,Residential(MD),52,8626,Old Town,Single-family Detached,1Story,4,6,1956,1956,0.0,968,0,968,2,5,5,2007,WD ,104500,968.0,107
443,60,Residential(LD),74,8834,Northridge Heights,Single-family Detached,2Story,9,5,2004,2005,1462.0,1462,762,2224,4,10,6,2009,WD ,350000,3686.0,94
2627,90,Residential(LD),60,8544,North Ames,Duplex,1Story,3,4,1950,1950,0.0,1040,0,1040,2,6,7,2006,WD ,93500,1040.0,89
1438,60,Residential(LD),68,9179,College Creek,Single-family Detached,2Story,7,5,1999,1999,873.0,882,908,1790,3,7,6,2008,WD ,193000,2663.0,72
1525,70,Residential(LD),79,11526,Crawford,Single-family Detached,2.5Fin,6,7,1922,1994,588.0,1423,748,2555,3,11,9,2008,WD ,191000,3143.0,60
2644,30,Residential(MD),70,5684,Old Town,Single-family Detached,1Story,6,8,1930,2005,813.0,813,0,813,2,5,6,2006,WD ,110000,1626.0,67
866,60,Residential(LD),75,11885,College Creek,Single-family Detached,2Story,8,5,2001,2001,1299.0,1299,573,1872,3,7,11,2009,WD ,261500,3171.0,82
620,20,Residential(LD),80,9600,North Ames,Single-family Detached,1Story,5,6,1956,1956,1050.0,1050,0,1050,2,5,6,2009,WD ,128900,2100.0,61
2451,60,Residential(LD),114,17242,Northridge,Single-family Detached,2Story,9,5,1993,1994,1733.0,1933,1567,3500,4,11,5,2006,WD ,584500,5233.0,111
2186,20,Residential(LD),75,10215,Edwards,Single-family Detached,1Story,4,5,1954,1954,864.0,948,0,948,3,5,2,2007,WD ,111000,1812.0,61
2025,50,Residential(LD),60,8550,Brookside,Single-family Detached,1.5Fin,5,5,1926,1950,750.0,960,356,1316,4,7,10,2007,ConLw,90000,2066.0,43
1916,60,Residential(LD),92,18450,North Ames,Single-family Detached,2Story,6,5,1965,1979,1021.0,1465,915,2380,3,7,8,2007,WD ,129000,3401.0,37
1542,20,Residential(LD),87,14778,Crawford,Single-family Detached,1Story,6,7,1954,2006,1296.0,1640,0,1640,3,7,11,2008,WD ,224000,2936.0,76
1163,160,Floating Village,30,3180,Somerset,Townhouse End Unit,2Story,6,5,2005,2005,600.0,600,600,1200,2,5,5,2008,WD ,165000,1800.0,91
205,70,Residential(MD),52,3068,Old Town,Single-family Detached,2Story,6,8,1920,1993,662.0,662,662,1324,3,6,2,2010,WD ,122000,1986.0,61
2261,20,Residential(LD),68,8298,Timberland,Single-family Detached,1Story,8,5,2006,2007,1546.0,1564,0,1564,2,6,9,2007,New,267300,3110.0,85
423,60,Residential(LD),104,13518,Northridge Heights,Single-family Detached,2Story,9,5,2008,2009,1926.0,1966,1174,3140,4,11,7,2009,New,485000,5066.0,95
2687,50,Residential(MD),90,33120,Old Town,Single-family Detached,1.5Fin,6,5,1962,1962,1595.0,1611,875,2486,5,8,10,2006,WD ,220000,4081.0,53
1436,60,Residential(LD),72,13142,College Creek,Single-family Detached,2Story,6,5,1997,1997,864.0,872,899,1771,3,6,7,2008,WD ,215700,2635.0,81
444,20,Residential(LD),107,11362,Northridge Heights,Single-family Detached,1Story,8,5,2004,2005,1836.0,1836,0,1836,3,7,3,2009,WD ,280000,3672.0,76
1067,20,Residential(LD),92,10845,Northridge Heights,Single-family Detached,1Story,8,5,2003,2004,1603.0,1575,0,1575,2,7,6,2008,WD ,284000,3178.0,89
2290,180,Residential(MD),21,1936,Meadow Village,Townhouse Inside Unit,SFoyer,4,6,1970,1970,630.0,630,0,630,1,3,12,2007,WD ,84500,1260.0,67
168,20,Residential(LD),80,9760,North Ames,Single-family Detached,1Story,6,7,1963,1984,1395.0,1395,0,1395,2,7,5,2010,WD ,192000,2790.0,68
2643,70,Residential(MD),66,3960,Old Town,Single-family Detached,2Story,7,8,1930,1950,502.0,502,502,1004,2,5,7,2006,WD ,105000,1506.0,69
2802,20,Residential(LD),70,9100,College Creek,Single-family Detached,1Story,7,5,2004,2005,1860.0,1836,0,1836,3,8,10,2006,WD ,216837,3696.0,58
1224,20,Residential(LD),80,9600,North Ames,Single-family Detached,1Story,5,6,1960,1960,1296.0,1496,0,1496,3,6,2,2008,WD ,141500,2792.0,50
1382,20,Residential(LD),57,9764,Sawyer,Single-family Detached,1Story,5,7,1967,2003,894.0,894,0,894,3,5,5,2008,WD ,130000,1788.0,72
853,20,Residential(LD),60,8430,College Creek,Single-family Detached,1Story,5,5,1978,1978,1040.0,1040,0,1040,3,5,8,2009,WD ,124000,2080.0,59
2237,70,Residential(MD),50,9060,Iowa DOT and Rail Road,Single-family Detached,2Story,5,6,1923,1999,859.0,942,886,1828,3,6,3,2007,WD ,150909,2687.0,56
2585,20,Residential(LD),66,12778,North Ames,Single-family Detached,1Story,5,6,1952,2003,1008.0,1008,0,1008,2,4,1,2006,WD ,139500,2016.0,69
2193,20,Residential(LD),60,8172,Edwards,Single-family Detached,1Story,4,5,1955,1955,864.0,864,0,864,3,5,10,2007,COD,79275,1728.0,45
2262,20,Residential(LD),64,9037,Timberland,Single-family Detached,1Story,8,5,2006,2006,1476.0,1484,0,1484,2,6,12,2007,WD ,265900,2960.0,89
1528,30,Residential(LD),52,6292,SW Iowa State University,Single-family Detached,1Story,6,5,1930,1950,768.0,790,0,790,2,4,4,2008,WD ,91000,1558.0,58
370,60,Residential(LD),85,11900,Gilbert,Single-family Detached,2Story,5,6,1977,1977,1122.0,946,988,1934,3,6,7,2009,WD ,185000,3056.0,60
2629,20,Residential(LD),70,7945,North Ames,Single-family Detached,1Story,5,6,1959,1959,1150.0,1150,0,1150,3,6,5,2006,WD ,141000,2300.0,61
1703,60,Residential(LD),134,16659,Northridge Heights,Single-family Detached,2Story,8,5,2007,2008,1582.0,1582,570,2152,3,7,6,2007,New,260116,3734.0,69
793,30,Residential(LD),50,9340,Edwards,Single-family Detached,1Story,4,6,1941,1950,672.0,672,0,672,2,4,8,2009,WD ,113000,1344.0,84
1429,80,Residential(LD),78,11454,Sawyer West,Single-family Detached,SLvl,8,5,1995,1995,1401.0,1511,0,1511,3,6,2,2008,WD ,225000,2912.0,77
648,30,Residential(LD),80,8480,North Ames,Single-family Detached,1Story,5,6,1945,1950,793.0,793,0,793,2,4,8,2009,WD ,113000,1586.0,71
279,80,Residential(LD),65,6305,Edwards,Single-family Detached,SLvl,6,6,1975,1975,1008.0,1096,0,1096,3,5,6,2010,WD ,125200,2104.0,59
1705,60,Residential(LD),82,9709,Northridge Heights,Single-family Detached,2Story,8,5,2007,2007,918.0,958,1142,2100,3,8,9,2007,New,319500,3018.0,105
1257,50,Residential(LD),60,10930,North Ames,Single-family Detached,1.5Fin,5,6,1945,1950,913.0,1048,510,1558,3,6,4,2008,WD ,140000,2471.0,56
2894,20,Residential(LD),162,50102,Timberland,Single-family Detached,1Story,6,5,1958,1958,1632.0,1650,0,1650,2,6,3,2006,WD ,250764,3282.0,76
1062,60,Residential(LD),74,8899,Northridge Heights,Single-family Detached,2Story,8,5,2007,2007,948.0,948,1140,2088,4,10,6,2008,WD ,250000,3036.0,82
1729,60,Residential(LD),65,10237,Gilbert,Single-family Detached,2Story,6,5,2005,2006,768.0,768,768,1536,3,6,6,2007,WD ,176000,2304.0,76
1925,20,Residential(LD),80,9736,North Ames,Single-family Detached,1Story,6,6,1957,1969,1331.0,1721,0,1721,4,8,4,2007,WD ,174850,3052.0,57
415,160,Residential(LD),24,2364,Northpark Villa,Townhouse End Unit,2Story,6,5,1978,1978,804.0,804,744,1548,3,7,7,2009,WD ,147000,2352.0,62
78,120,Residential(LD),55,7892,Sawyer West,Townhouse End Unit,1Story,6,5,1979,1979,918.0,918,0,918,2,5,4,2010,WD ,99500,1836.0,54
428,60,Residential(LD),95,12350,Northridge Heights,Single-family Detached,2Story,9,5,2009,2009,1365.0,1365,1325,2690,3,8,7,2009,New,398800,4055.0,98
1756,60,Residential(LD),62,7917,Gilbert,Single-family Detached,2Story,6,5,1999,2000,953.0,953,694,1647,3,7,8,2007,WD ,175000,2600.0,67
1280,20,Residential(LD),60,7200,North Ames,Single-family Detached,1Story,5,7,1954,1954,825.0,825,0,825,2,4,7,2008,WD ,109500,1650.0,66
1928,20,Residential(LD),81,12155,North Ames,Single-family Detached,1Story,6,3,1970,1970,1657.0,1657,0,1657,3,7,3,2007,WD ,163500,3314.0,49
2671,30,Residential(LD),59,7446,Brookside,Single-family Detached,1Story,4,5,1941,1950,788.0,788,0,788,2,4,4,2006,WD ,100000,1576.0,63
2501,60,Residential(LD),105,11025,Northridge,Single-family Detached,2Story,8,5,1992,1993,1334.0,1520,1306,2826,3,9,10,2006,WD ,334000,4160.0,80
225,20,Residential(LD),65,7832,Sawyer,Single-family Detached,1Story,5,5,1968,1968,864.0,864,0,864,2,4,5,2010,WD ,137250,1728.0,79
